"referência","nome","sku","atributo 1","atributo 2","atributo 3","quantidade","preço","variante","peso","largura","comprimento","altura","tags","código de barras"
"teste - teste","teste","teste220220","220cm","220cm","teste | teste","2","1020.33","Cor: teste - Largura: 220cm - Altura: 220cm","1","10","220","10","",""
"teste - teste","teste","teste220225","220cm","225cm","teste | teste","2","1040.17","Cor: teste - Largura: 220cm - Altura: 225cm","1","10","220","10","",""
"teste - teste","teste","teste220230","220cm","230cm","teste | teste","2","1060.01","Cor: teste - Largura: 220cm - Altura: 230cm","1","10","220","10","",""
"teste - teste","teste","teste220235","220cm","235cm","teste | teste","2","1079.84","Cor: teste - Largura: 220cm - Altura: 235cm","1","10","220","10","",""
"teste - teste","teste","teste220240","220cm","240cm","teste | teste","2","1099.68","Cor: teste - Largura: 220cm - Altura: 240cm","1","10","220","10","",""
"teste - teste","teste","teste220245","220cm","245cm","teste | teste","2","1119.51","Cor: teste - Largura: 220cm - Altura: 245cm","1","10","220","10","",""
"teste - teste","teste","teste220250","220cm","250cm","teste | teste","2","1139.35","Cor: teste - Largura: 220cm - Altura: 250cm","1","10","220","10","",""
"teste - teste","teste","teste220255","220cm","255cm","teste | teste","2","1159.19","Cor: teste - Largura: 220cm - Altura: 255cm","1","10","220","10","",""
"teste - teste","teste","teste220260","220cm","260cm","teste | teste","2","1179.02","Cor: teste - Largura: 220cm - Altura: 260cm","1","10","220","10","",""
"teste - teste","teste","teste220265","220cm","265cm","teste | teste","2","1198.86","Cor: teste - Largura: 220cm - Altura: 265cm","1","10","220","10","",""
"teste - teste","teste","teste220270","220cm","270cm","teste | teste","2","1218.69","Cor: teste - Largura: 220cm - Altura: 270cm","1","10","220","10","",""
"teste - teste","teste","teste220275","220cm","275cm","teste | teste","2","1238.53","Cor: teste - Largura: 220cm - Altura: 275cm","1","10","220","10","",""
"teste - teste","teste","teste220280","220cm","280cm","teste | teste","2","1258.37","Cor: teste - Largura: 220cm - Altura: 280cm","1","10","220","10","",""
"teste - teste","teste","teste220285","220cm","285cm","teste | teste","2","1278.20","Cor: teste - Largura: 220cm - Altura: 285cm","1","10","220","10","",""
"teste - teste","teste","teste220290","220cm","290cm","teste | teste","2","1298.04","Cor: teste - Largura: 220cm - Altura: 290cm","1","10","220","10","",""
"teste - teste","teste","teste220295","220cm","295cm","teste | teste","2","1317.87","Cor: teste - Largura: 220cm - Altura: 295cm","1","10","220","10","",""
"teste - teste","teste","teste220300","220cm","300cm","teste | teste","2","1337.71","Cor: teste - Largura: 220cm - Altura: 300cm","1","10","220","10","",""
"teste - teste","teste","teste22560","225cm","60cm","teste | teste","2","418.04","Cor: teste - Largura: 225cm - Altura: 60cm","1","10","225","10","",""
"teste - teste","teste","teste22565","225cm","65cm","teste | teste","2","418.04","Cor: teste - Largura: 225cm - Altura: 65cm","1","10","225","10","",""
"teste - teste","teste","teste22570","225cm","70cm","teste | teste","2","431.56","Cor: teste - Largura: 225cm - Altura: 70cm","1","10","225","10","",""
"teste - teste","teste","teste22575","225cm","75cm","teste | teste","2","451.85","Cor: teste - Largura: 225cm - Altura: 75cm","1","10","225","10","",""
"teste - teste","teste","teste22580","225cm","80cm","teste | teste","2","472.14","Cor: teste - Largura: 225cm - Altura: 80cm","1","10","225","10","",""
"teste - teste","teste","teste22585","225cm","85cm","teste | teste","2","492.42","Cor: teste - Largura: 225cm - Altura: 85cm","1","10","225","10","",""
"teste - teste","teste","teste22590","225cm","90cm","teste | teste","2","512.71","Cor: teste - Largura: 225cm - Altura: 90cm","1","10","225","10","",""
"teste - teste","teste","teste22595","225cm","95cm","teste | teste","2","533.00","Cor: teste - Largura: 225cm - Altura: 95cm","1","10","225","10","",""
"teste - teste","teste","teste225100","225cm","100cm","teste | teste","2","553.28","Cor: teste - Largura: 225cm - Altura: 100cm","1","10","225","10","",""
"teste - teste","teste","teste225105","225cm","105cm","teste | teste","2","573.57","Cor: teste - Largura: 225cm - Altura: 105cm","1","10","225","10","",""
"teste - teste","teste","teste225110","225cm","110cm","teste | teste","2","593.86","Cor: teste - Largura: 225cm - Altura: 110cm","1","10","225","10","",""
"teste - teste","teste","teste225115","225cm","115cm","teste | teste","2","614.14","Cor: teste - Largura: 225cm - Altura: 115cm","1","10","225","10","",""
"teste - teste","teste","teste225120","225cm","120cm","teste | teste","2","634.43","Cor: teste - Largura: 225cm - Altura: 120cm","1","10","225","10","",""
"teste - teste","teste","teste225125","225cm","125cm","teste | teste","2","654.72","Cor: teste - Largura: 225cm - Altura: 125cm","1","10","225","10","",""
"teste - teste","teste","teste225130","225cm","130cm","teste | teste","2","675.01","Cor: teste - Largura: 225cm - Altura: 130cm","1","10","225","10","",""
"teste - teste","teste","teste225135","225cm","135cm","teste | teste","2","695.29","Cor: teste - Largura: 225cm - Altura: 135cm","1","10","225","10","",""
"teste - teste","teste","teste225140","225cm","140cm","teste | teste","2","715.58","Cor: teste - Largura: 225cm - Altura: 140cm","1","10","225","10","",""
"teste - teste","teste","teste225145","225cm","145cm","teste | teste","2","735.87","Cor: teste - Largura: 225cm - Altura: 145cm","1","10","225","10","",""
"teste - teste","teste","teste225150","225cm","150cm","teste | teste","2","756.15","Cor: teste - Largura: 225cm - Altura: 150cm","1","10","225","10","",""
"teste - teste","teste","teste225155","225cm","155cm","teste | teste","2","776.44","Cor: teste - Largura: 225cm - Altura: 155cm","1","10","225","10","",""
"teste - teste","teste","teste225160","225cm","160cm","teste | teste","2","796.73","Cor: teste - Largura: 225cm - Altura: 160cm","1","10","225","10","",""
"teste - teste","teste","teste225165","225cm","165cm","teste | teste","2","817.01","Cor: teste - Largura: 225cm - Altura: 165cm","1","10","225","10","",""
"teste - teste","teste","teste225170","225cm","170cm","teste | teste","2","837.30","Cor: teste - Largura: 225cm - Altura: 170cm","1","10","225","10","",""
"teste - teste","teste","teste225175","225cm","175cm","teste | teste","2","857.59","Cor: teste - Largura: 225cm - Altura: 175cm","1","10","225","10","",""
"teste - teste","teste","teste225180","225cm","180cm","teste | teste","2","877.87","Cor: teste - Largura: 225cm - Altura: 180cm","1","10","225","10","",""
"teste - teste","teste","teste225185","225cm","185cm","teste | teste","2","898.16","Cor: teste - Largura: 225cm - Altura: 185cm","1","10","225","10","",""
"teste - teste","teste","teste225190","225cm","190cm","teste | teste","2","918.45","Cor: teste - Largura: 225cm - Altura: 190cm","1","10","225","10","",""
"teste - teste","teste","teste225195","225cm","195cm","teste | teste","2","938.73","Cor: teste - Largura: 225cm - Altura: 195cm","1","10","225","10","",""
"teste - teste","teste","teste225200","225cm","200cm","teste | teste","2","959.02","Cor: teste - Largura: 225cm - Altura: 200cm","1","10","225","10","",""
"teste - teste","teste","teste225205","225cm","205cm","teste | teste","2","979.31","Cor: teste - Largura: 225cm - Altura: 205cm","1","10","225","10","",""
"teste - teste","teste","teste225210","225cm","210cm","teste | teste","2","999.60","Cor: teste - Largura: 225cm - Altura: 210cm","1","10","225","10","",""
"teste - teste","teste","teste225215","225cm","215cm","teste | teste","2","1019.88","Cor: teste - Largura: 225cm - Altura: 215cm","1","10","225","10","",""
"teste - teste","teste","teste225220","225cm","220cm","teste | teste","2","1040.17","Cor: teste - Largura: 225cm - Altura: 220cm","1","10","225","10","",""
"teste - teste","teste","teste225225","225cm","225cm","teste | teste","2","1060.46","Cor: teste - Largura: 225cm - Altura: 225cm","1","10","225","10","",""
"teste - teste","teste","teste225230","225cm","230cm","teste | teste","2","1080.74","Cor: teste - Largura: 225cm - Altura: 230cm","1","10","225","10","",""
"teste - teste","teste","teste225235","225cm","235cm","teste | teste","2","1101.03","Cor: teste - Largura: 225cm - Altura: 235cm","1","10","225","10","",""
"teste - teste","teste","teste225240","225cm","240cm","teste | teste","2","1121.32","Cor: teste - Largura: 225cm - Altura: 240cm","1","10","225","10","",""
"teste - teste","teste","teste225245","225cm","245cm","teste | teste","2","1141.60","Cor: teste - Largura: 225cm - Altura: 245cm","1","10","225","10","",""
"teste - teste","teste","teste225250","225cm","250cm","teste | teste","2","1161.89","Cor: teste - Largura: 225cm - Altura: 250cm","1","10","225","10","",""
"teste - teste","teste","teste225255","225cm","255cm","teste | teste","2","1182.18","Cor: teste - Largura: 225cm - Altura: 255cm","1","10","225","10","",""
"teste - teste","teste","teste225260","225cm","260cm","teste | teste","2","1202.46","Cor: teste - Largura: 225cm - Altura: 260cm","1","10","225","10","",""
"teste - teste","teste","teste225265","225cm","265cm","teste | teste","2","1222.75","Cor: teste - Largura: 225cm - Altura: 265cm","1","10","225","10","",""
"teste - teste","teste","teste225270","225cm","270cm","teste | teste","2","1243.04","Cor: teste - Largura: 225cm - Altura: 270cm","1","10","225","10","",""
"teste - teste","teste","teste225275","225cm","275cm","teste | teste","2","1263.32","Cor: teste - Largura: 225cm - Altura: 275cm","1","10","225","10","",""
"teste - teste","teste","teste225280","225cm","280cm","teste | teste","2","1283.61","Cor: teste - Largura: 225cm - Altura: 280cm","1","10","225","10","",""
"teste - teste","teste","teste225285","225cm","285cm","teste | teste","2","1303.90","Cor: teste - Largura: 225cm - Altura: 285cm","1","10","225","10","",""
"teste - teste","teste","teste225290","225cm","290cm","teste | teste","2","1324.19","Cor: teste - Largura: 225cm - Altura: 290cm","1","10","225","10","",""
"teste - teste","teste","teste225295","225cm","295cm","teste | teste","2","1344.47","Cor: teste - Largura: 225cm - Altura: 295cm","1","10","225","10","",""
"teste - teste","teste","teste225300","225cm","300cm","teste | teste","2","1364.76","Cor: teste - Largura: 225cm - Altura: 300cm","1","10","225","10","",""
"teste - teste","teste","teste23060","230cm","60cm","teste | teste","2","418.04","Cor: teste - Largura: 230cm - Altura: 60cm","1","10","230","10","",""
"teste - teste","teste","teste23065","230cm","65cm","teste | teste","2","418.04","Cor: teste - Largura: 230cm - Altura: 65cm","1","10","230","10","",""
"teste - teste","teste","teste23070","230cm","70cm","teste | teste","2","437.87","Cor: teste - Largura: 230cm - Altura: 70cm","1","10","230","10","",""
"teste - teste","teste","teste23075","230cm","75cm","teste | teste","2","458.61","Cor: teste - Largura: 230cm - Altura: 75cm","1","10","230","10","",""
